Gene_ID	Gene_Symbol	Species	Gene Name
146691	TOM1L2	Homo sapiens	target of myb1 like 2 membrane trafficking protein(TOM1L2)
219990	OOSP2	Homo sapiens	oocyte secreted protein 2(OOSP2)
91582	rps19bp1	Homo sapiens	ribosomal protein S19 binding protein 1(RPS19BP1)
220963	SLC16A9	Homo sapiens	solute carrier family 16 member 9(SLC16A9)
501	ALDH7A1	Homo sapiens	aldehyde dehydrogenase 7 family member A1(ALDH7A1)
133383	SETD9	Homo sapiens	SET domain containing 9(SETD9)
90249	UNC5A	Homo sapiens	unc-5 netrin receptor A(UNC5A)
506	ATP5B	Homo sapiens	"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide(ATP5B)"
509	ATP5C1	Homo sapiens	"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1(ATP5C1)"
168090	C6orf118	Homo sapiens	chromosome 6 open reading frame 118(C6orf118)
220992	ZNF485	Homo sapiens	zinc finger protein 485(ZNF485)
339779	PRR30	Homo sapiens	proline rich 30(PRR30)
8808	IL1RL2	Homo sapiens	interleukin 1 receptor like 2(IL1RL2)
8809	IL18R1	Homo sapiens	interleukin 18 receptor 1(IL18R1)
79810	PTCD2	Homo sapiens	pentatricopeptide repeat domain 2(PTCD2)
54512	EXOSC4	Homo sapiens	exosome component 4(EXOSC4)
55843	arhgap15	Homo sapiens	Rho GTPase activating protein 15(ARHGAP15)
79812	MMRN2	Homo sapiens	multimerin 2(MMRN2)
54510	PCDH18	Homo sapiens	protocadherin 18(PCDH18)
55841	WWC3	Homo sapiens	WWC family member 3(WWC3)
513	ATP5D	Homo sapiens	"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit(ATP5D)"
79811	SLTM	Homo sapiens	SAFB like transcription modulator(SLTM)
55840	EAF2	Homo sapiens	ELL associated factor 2(EAF2)
514	ATP5E	Homo sapiens	"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit(ATP5E)"
8802	SUCLG1	Homo sapiens	succinate-CoA ligase alpha subunit(SUCLG1)
79814	AGMAT	Homo sapiens	agmatinase(AGMAT)
55847	CISD1	Homo sapiens	CDGSH iron sulfur domain 1(CISD1)
515	ATP5F1	Homo sapiens	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1(ATP5F1)"
8803	SUCLA2	Homo sapiens	succinate-CoA ligase ADP-forming beta subunit(SUCLA2)
79813	EHMT1	Homo sapiens	euchromatic histone lysine methyltransferase 1(EHMT1)
55846	ITFG2	Homo sapiens	integrin alpha FG-GAP repeat containing 2(ITFG2)
516	ATP5G1	Homo sapiens	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C1 (subunit 9)(ATP5G1)"
8800	PEX11A	Homo sapiens	peroxisomal biogenesis factor 11 alpha(PEX11A)
79816	TLE6	Homo sapiens	transducin like enhancer of split 6(TLE6)
54514	DDX4	Homo sapiens	DEAD-box helicase 4(DDX4)
55845	BRK1	Homo sapiens	"BRICK1, SCAR/WAVE actin nucleating complex subunit(BRK1)"
517	ATP5G2	Homo sapiens	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C2 (subunit 9)(ATP5G2)"
8801	SUCLG2	Homo sapiens	succinate-CoA ligase GDP-forming beta subunit(SUCLG2)
79815	NIPAL2	Homo sapiens	NIPA like domain containing 2(NIPAL2)
55844	PPP2R2D	Homo sapiens	protein phosphatase 2 regulatory subunit Bdelta(PPP2R2D)
518	ATP5G3	Homo sapiens	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)(ATP5G3)"
79818	ZNF552	Homo sapiens	zinc finger protein 552(ZNF552)
400916	CHCHD10	Homo sapiens	coiled-coil-helix-coiled-coil-helix domain containing 10(CHCHD10)
8807	IL18RAP	Homo sapiens	interleukin 18 receptor accessory protein(IL18RAP)
79817	MOB3B	Homo sapiens	MOB kinase activator 3B(MOB3B)
8804	CREG1	Homo sapiens	cellular repressor of E1A stimulated genes 1(CREG1)
54518	APBB1IP	Homo sapiens	amyloid beta precursor protein binding family B member 1 interacting protein(APBB1IP)
8805	TRIM24	Homo sapiens	tripartite motif containing 24(TRIM24)
54517	PUS7	Homo sapiens	pseudouridylate synthase 7 (putative)(PUS7)
55848	PLGRKT	Homo sapiens	plasminogen receptor with a C-terminal lysine(PLGRKT)
220988	HNRNPA3	Homo sapiens	heterogeneous nuclear ribonucleoprotein A3(HNRNPA3)
8820	HESX1	Homo sapiens	HESX homeobox 1(HESX1)
338440	ANO9	Homo sapiens	anoctamin 9(ANO9)
339768	ESPNL	Homo sapiens	espin-like(ESPNL)
55850	USE1	Homo sapiens	unconventional SNARE in the ER 1(USE1)
8819	SAP30	Homo sapiens	Sin3A associated protein 30(SAP30)
521	ATP5I	Homo sapiens	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit E(ATP5I)"
55854	ZC3H15	Homo sapiens	zinc finger CCCH-type containing 15(ZC3H15)
522	ATP5J	Homo sapiens	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6(ATP5J)"
54522	ANKRD16	Homo sapiens	ankyrin repeat domain 16(ANKRD16)
523	ATP6V1A	Homo sapiens	ATPase H+ transporting V1 subunit A(ATP6V1A)
79801	SHCBP1	Homo sapiens	SHC binding and spindle associated 1(SHCBP1)
54521	WDR44	Homo sapiens	WD repeat domain 44(WDR44)
55852	TEX2	Homo sapiens	testis expressed 2(TEX2)
79800	CARF	Homo sapiens	calcium responsive transcription factor(CARF)
54520	CCDC93	Homo sapiens	coiled-coil domain containing 93(CCDC93)
55851	PSENEN	Homo sapiens	presenilin enhancer gamma-secretase subunit(PSENEN)
525	ATP6V1B1	Homo sapiens	ATPase H+ transporting V1 subunit B1(ATP6V1B1)
8813	DPM1	Homo sapiens	"dolichyl-phosphate mannosyltransferase subunit 1, catalytic(DPM1)"
79803	HPS6	Homo sapiens	"HPS6, biogenesis of lysosomal organelles complex 2 subunit 3(HPS6)"
55858	TMEM165	Homo sapiens	transmembrane protein 165(TMEM165)
526	ATP6V1B2	Homo sapiens	ATPase H+ transporting V1 subunit B2(ATP6V1B2)
170392	OIT3	Homo sapiens	oncoprotein induced transcript 3(OIT3)
8814	CDKL1	Homo sapiens	cyclin dependent kinase like 1(CDKL1)
79802	HHIPL2	Homo sapiens	HHIP like 2(HHIPL2)
55857	KIZ	Homo sapiens	kizuna centrosomal protein(KIZ)
527	ATP6V0C	Homo sapiens	ATPase H+ transporting V0 subunit c(ATP6V0C)
8811	GALR2	Homo sapiens	galanin receptor 2(GALR2)
79805	VASH2	Homo sapiens	vasohibin 2(VASH2)
55856	ACOT13	Homo sapiens	acyl-CoA thioesterase 13(ACOT13)
528	ATP6V1C1	Homo sapiens	ATPase H+ transporting V1 subunit C1(ATP6V1C1)
8812	CCNK	Homo sapiens	cyclin K(CCNK)
529	ATP6V1E1	Homo sapiens	ATPase H+ transporting V1 subunit E1(ATP6V1E1)
8817	FGF18	Homo sapiens	fibroblast growth factor 18(FGF18)
79807	GSTCD	Homo sapiens	glutathione S-transferase C-terminal domain containing(GSTCD)
8818	DPM2	Homo sapiens	"dolichyl-phosphate mannosyltransferase subunit 2, regulatory(DPM2)"
8815	BANF1	Homo sapiens	barrier to autointegration factor 1(BANF1)
79809	TTC21B	Homo sapiens	tetratricopeptide repeat domain 21B(TTC21B)
54529	ASNSD1	Homo sapiens	asparagine synthetase domain containing 1(ASNSD1)
255626	hist1h2ba	Homo sapiens	histone cluster 1 H2B family member a(HIST1H2BA)
256957	HEATR9	Homo sapiens	HEAT repeat containing 9(HEATR9)
170394	PWWP2B	Homo sapiens	PWWP domain containing 2B(PWWP2B)
8816	DCAF5	Homo sapiens	DDB1 and CUL4 associated factor 5(DCAF5)
55859	BEX1	Homo sapiens	brain expressed X-linked 1(BEX1)
8831	SYNGAP1	Homo sapiens	synaptic Ras GTPase activating protein 1(SYNGAP1)
8832	CD84	Homo sapiens	CD84 molecule(CD84)
339761	CYP27C1	Homo sapiens	cytochrome P450 family 27 subfamily C member 1(CYP27C1)
80818	ZNF436	Homo sapiens	zinc finger protein 436(ZNF436)
80817	CEP44	Homo sapiens	centrosomal protein 44(CEP44)
80816	ASXL3	Homo sapiens	"additional sex combs like 3, transcriptional regulator(ASXL3)"
55861	DBNDD2	Homo sapiens	dysbindin domain containing 2(DBNDD2)
55860	ACTR10	Homo sapiens	actin-related protein 10 homolog(ACTR10)
79832	QSER1	Homo sapiens	glutamine and serine rich 1(QSER1)
80821	DDHD1	Homo sapiens	DDHD domain containing 1(DDHD1)
54534	MRPL50	Homo sapiens	mitochondrial ribosomal protein L50(MRPL50)
533	ATP6V0B	Homo sapiens	ATPase H+ transporting V0 subunit b(ATP6V0B)
79831	KDM8	Homo sapiens	lysine demethylase 8(KDM8)
80820	EEPD1	Homo sapiens	endonuclease/exonuclease/phosphatase family domain containing 1(EEPD1)
534	ATP6V1G2	Homo sapiens	ATPase H+ transporting V1 subunit G2(ATP6V1G2)
79834	PEAK1	Homo sapiens	pseudopodium enriched atypical kinase 1(PEAK1)
54532	USP53	Homo sapiens	ubiquitin specific peptidase 53(USP53)
55863	TMEM126B	Homo sapiens	transmembrane protein 126B(TMEM126B)
535	ATP6V0A1	Homo sapiens	ATPase H+ transporting V0 subunit a1(ATP6V0A1)
79833	gemin6	Homo sapiens	gem nuclear organelle associated protein 6(GEMIN6)
54531	MIER2	Homo sapiens	MIER family member 2(MIER2)
55862	ECHDC1	Homo sapiens	ethylmalonyl-CoA decarboxylase 1(ECHDC1)
79836	LONRF3	Homo sapiens	LON peptidase N-terminal domain and ring finger 3(LONRF3)
54538	ROBO4	Homo sapiens	roundabout guidance receptor 4(ROBO4)
55869	HDAC8	Homo sapiens	histone deacetylase 8(HDAC8)
537	ATP6AP1	Homo sapiens	ATPase H+ transporting accessory protein 1(ATP6AP1)
8825	LIN7A	Homo sapiens	"lin-7 homolog A, crumbs cell polarity complex component(LIN7A)"
54537	FAM35A	Homo sapiens	family with sequence similarity 35 member A(FAM35A)
538	ATP7A	Homo sapiens	ATPase copper transporting alpha(ATP7A)
8822	FGF17	Homo sapiens	fibroblast growth factor 17(FGF17)
79838	TMC5	Homo sapiens	transmembrane channel like 5(TMC5)
54536	EXOC6	Homo sapiens	exocyst complex component 6(EXOC6)
55867	SLC22A11	Homo sapiens	solute carrier family 22 member 11(SLC22A11)
539	ATP5O	Homo sapiens	"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit(ATP5O)"
8823	FGF16	Homo sapiens	fibroblast growth factor 16(FGF16)
79837	PIP4K2C	Homo sapiens	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma(PIP4K2C)
54535	CCHCR1	Homo sapiens	coiled-coil alpha-helical rod protein 1(CCHCR1)
8828	NRP2	Homo sapiens	neuropilin 2(NRP2)
8829	NRP1	Homo sapiens	neuropilin 1(NRP1)
79839	CCDC102B	Homo sapiens	coiled-coil domain containing 102B(CCDC102B)
8826	iqgap1	Homo sapiens	IQ motif containing GTPase activating protein 1(IQGAP1)
54539	NDUFB11	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B11(NDUFB11)
594855	CPLX3	Homo sapiens	complexin 3(CPLX3)
8842	PROM1	Homo sapiens	prominin 1(PROM1)
7512	XPNPEP2	Homo sapiens	X-prolyl aminopeptidase 2(XPNPEP2)
8840	WISP1	Homo sapiens	WNT1 inducible signaling pathway protein 1(WISP1)
7511	XPNPEP1	Homo sapiens	X-prolyl aminopeptidase 1(XPNPEP1)
8841	HDAC3	Homo sapiens	histone deacetylase 3(HDAC3)
54541	DDIT4	Homo sapiens	DNA damage inducible transcript 4(DDIT4)
55872	PBK	Homo sapiens	PDZ binding kinase(PBK)
256933	NPB	Homo sapiens	neuropeptide B(NPB)
540	ATP7B	Homo sapiens	ATPase copper transporting beta(ATP7B)
54540	FAM193B	Homo sapiens	family with sequence similarity 193 member B(FAM193B)
55871	CBWD1	Homo sapiens	COBW domain containing 1(CBWD1)
55870	ASH1L	Homo sapiens	ASH1 like histone lysine methyltransferase(ASH1L)
54545	MTMR12	Homo sapiens	myotubularin related protein 12(MTMR12)
55876	GSDMB	Homo sapiens	gasdermin B(GSDMB)
54544	CRCT1	Homo sapiens	cysteine rich C-terminal 1(CRCT1)
545	ATR	Homo sapiens	ATR serine/threonine kinase(ATR)
79823	CAMKMT	Homo sapiens	calmodulin-lysine N-methyltransferase(CAMKMT)
54543	TOMM7	Homo sapiens	translocase of outer mitochondrial membrane 7(TOMM7)
546	ATRX	Homo sapiens	"ATRX, chromatin remodeler(ATRX)"
54542	RC3H2	Homo sapiens	ring finger and CCCH-type domains 2(RC3H2)
547	KIF1A	Homo sapiens	kinesin family member 1A(KIF1A)
8835	SOCS2	Homo sapiens	suppressor of cytokine signaling 2(SOCS2)
54549	SDK2	Homo sapiens	sidekick cell adhesion molecule 2(SDK2)
8836	GGH	Homo sapiens	gamma-glutamyl hydrolase(GGH)
55879	GABRQ	Homo sapiens	gamma-aminobutyric acid type A receptor theta subunit(GABRQ)
549	AUH	Homo sapiens	AU RNA binding methylglutaconyl-CoA hydratase(AUH)
8833	GMPS	Homo sapiens	guanine monophosphate synthase(GMPS)
79827	CLMP	Homo sapiens	CXADR like membrane protein(CLMP)
7504	XK	Homo sapiens	X-linked Kx blood group(XK)
8834	TMEM11	Homo sapiens	transmembrane protein 11(TMEM11)
54546	RNF186	Homo sapiens	ring finger protein 186(RNF186)
7507	XPA	Homo sapiens	"XPA, DNA damage recognition and repair factor(XPA)"
8839	wisp2	Homo sapiens	WNT1 inducible signaling pathway protein 2(WISP2)
79829	NAA40	Homo sapiens	"N(alpha)-acetyltransferase 40, NatD catalytic subunit(NAA40)"
79828	METTL8	Homo sapiens	methyltransferase like 8(METTL8)
641700	ECSCR	Homo sapiens	endothelial cell surface expressed chemotaxis and apoptosis regulator(ECSCR)
8837	CFLAR	Homo sapiens	CASP8 and FADD like apoptosis regulator(CFLAR)
7508	XPC	Homo sapiens	"XPC complex subunit, DNA damage recognition and repair factor(XPC)"
8850	KAT2B	Homo sapiens	lysine acetyltransferase 2B(KAT2B)
8853	ASAP2	Homo sapiens	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2(ASAP2)"
7520	XRCC5	Homo sapiens	X-ray repair cross complementing 5(XRCC5)
8854	ALDH1A2	Homo sapiens	aldehyde dehydrogenase 1 family member A2(ALDH1A2)
92822	ZNF276	Homo sapiens	zinc finger protein 276(ZNF276)
8851	CDK5R1	Homo sapiens	cyclin dependent kinase 5 regulatory subunit 1(CDK5R1)
8852	AKAP4	Homo sapiens	A-kinase anchoring protein 4(AKAP4)
80835	TAS1R1	Homo sapiens	taste 1 receptor member 1(TAS1R1)
80834	tas1r2	Homo sapiens	taste 1 receptor member 2(TAS1R2)
80833	apol3	Homo sapiens	apolipoprotein L3(APOL3)
339745	SPOPL	Homo sapiens	speckle type BTB/POZ protein like(SPOPL)
550	AUP1	Homo sapiens	ancient ubiquitous protein 1(AUP1)
79850	fam57a	Homo sapiens	family with sequence similarity 57 member A(FAM57A)
54552	GNL3L	Homo sapiens	G protein nucleolar 3 like(GNL3L)
551	AVP	Homo sapiens	arginine vasopressin(AVP)
54551	MAGEL2	Homo sapiens	MAGE family member L2(MAGEL2)
196996	GRAMD2	Homo sapiens	GRAM domain containing 2(GRAMD2)
552	AVPR1A	Homo sapiens	arginine vasopressin receptor 1A(AVPR1A)
54550	NECAB2	Homo sapiens	N-terminal EF-hand calcium binding protein 2(NECAB2)
553	AVPR1B	Homo sapiens	arginine vasopressin receptor 1B(AVPR1B)
256987	SERINC5	Homo sapiens	serine incorporator 5(SERINC5)
554	AVPR2	Homo sapiens	arginine vasopressin receptor 2(AVPR2)
54556	ING3	Homo sapiens	inhibitor of growth family member 3(ING3)
79853	TM4SF20	Homo sapiens	transmembrane 4 L six family member 20(TM4SF20)
54555	DDX49	Homo sapiens	DEAD-box helicase 49(DDX49)
79856	SNX22	Homo sapiens	sorting nexin 22(SNX22)
54554	WDR5B	Homo sapiens	WD repeat domain 5B(WDR5B)
55885	LMO3	Homo sapiens	LIM domain only 3(LMO3)
55884	WSB2	Homo sapiens	WD repeat and SOCS box containing 2(WSB2)
558	AXL	Homo sapiens	AXL receptor tyrosine kinase(AXL)
7514	XPO1	Homo sapiens	exportin 1(XPO1)
8846	ALKBH1	Homo sapiens	"alkB homolog 1, histone H2A dioxygenase(ALKBH1)"
79858	NEK11	Homo sapiens	NIMA related kinase 11(NEK11)
92815	HIST3H2A	Homo sapiens	histone cluster 3 H2A(HIST3H2A)
7516	XRCC2	Homo sapiens	X-ray repair cross complementing 2(XRCC2)
8844	KSR1	Homo sapiens	kinase suppressor of ras 1(KSR1)
54558	SPATA6	Homo sapiens	spermatogenesis associated 6(SPATA6)
7515	XRCC1	Homo sapiens	X-ray repair cross complementing 1(XRCC1)
54557	SGTB	Homo sapiens	small glutamine rich tetratricopeptide repeat containing beta(SGTB)
55888	ZKSCAN7	Homo sapiens	zinc finger with KRAB and SCAN domains 7(ZKSCAN7)
7518	XRCC4	Homo sapiens	X-ray repair cross complementing 4(XRCC4)
7517	XRCC3	Homo sapiens	X-ray repair cross complementing 3(XRCC3)
8848	TSC22D1	Homo sapiens	TSC22 domain family member 1(TSC22D1)
8861	LDB1	Homo sapiens	LIM domain binding 1(LDB1)
6201	RPS7	Homo sapiens	ribosomal protein S7(RPS7)
7532	YWHAG	Homo sapiens	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma(YWHAG)
8864	PER2	Homo sapiens	period circadian clock 2(PER2)
7531	YWHAE	Homo sapiens	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon(YWHAE)
6203	RPS9	Homo sapiens	ribosomal protein S9(RPS9)
7534	YWHAZ	Homo sapiens	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta(YWHAZ)
8862	apln	Homo sapiens	apelin(APLN)
6202	RPS8	Homo sapiens	ribosomal protein S8(RPS8)
7533	YWHAH	Homo sapiens	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta(YWHAH)
8863	PER3	Homo sapiens	period circadian clock 3(PER3)
80824	DUSP16	Homo sapiens	dual specificity phosphatase 16(DUSP16)
340719	NANOS1	Homo sapiens	nanos C2HC-type zinc finger 1(NANOS1)
80823	BHLHB9	Homo sapiens	"basic helix-loop-helix domain containing, class B, 9(BHLHB9)"
80829	ZFP91	Homo sapiens	ZFP91 zinc finger protein(ZFP91)
55890	GPRC5C	Homo sapiens	G protein-coupled receptor class C group 5 member C(GPRC5C)
102723655	LOC102723655	Homo sapiens	TP53-target gene 3 protein(LOC102723655)
144097	C11orf84	Homo sapiens	chromosome 11 open reading frame 84(C11orf84)
55894	DEFB103B	Homo sapiens	defensin beta 103B(DEFB103B)
55893	ZNF395	Homo sapiens	zinc finger protein 395(ZNF395)
563	AZGP1	Homo sapiens	"alpha-2-glycoprotein 1, zinc-binding(AZGP1)"
79841	AGBL2	Homo sapiens	ATP/GTP binding protein like 2(AGBL2)
55892	MYNN	Homo sapiens	myoneurin(MYNN)
79840	NHEJ1	Homo sapiens	non-homologous end joining factor 1(NHEJ1)
55891	lenep	Homo sapiens	lens epithelial protein(LENEP)
79843	FAM124B	Homo sapiens	family with sequence similarity 124 member B(FAM124B)
80832	APOL4	Homo sapiens	apolipoprotein L4(APOL4)
54567	DLL4	Homo sapiens	delta like canonical Notch ligand 4(DLL4)
55898	UNC45A	Homo sapiens	unc-45 myosin chaperone A(UNC45A)
566	AZU1	Homo sapiens	azurocidin 1(AZU1)
80831	APOL5	Homo sapiens	apolipoprotein L5(APOL5)
54566	EPB41L4B	Homo sapiens	erythrocyte membrane protein band 4.1 like 4B(EPB41L4B)
55897	MESP1	Homo sapiens	mesoderm posterior bHLH transcription factor 1(MESP1)
567	B2M	Homo sapiens	beta-2-microglobulin(B2M)
79845	RNF122	Homo sapiens	ring finger protein 122(RNF122)
80830	APOL6	Homo sapiens	apolipoprotein L6(APOL6)
79844	ZDHHC11	Homo sapiens	zinc finger DHHC-type containing 11(ZDHHC11)
7525	YES1	Homo sapiens	"YES proto-oncogene 1, Src family tyrosine kinase(YES1)"
8857	FCGBP	Homo sapiens	Fc fragment of IgG binding protein(FCGBP)
79847	MFSD13A	Homo sapiens	major facilitator superfamily domain containing 13A(MFSD13A)
8858	PROZ	Homo sapiens	"protein Z, vitamin K dependent plasma glycoprotein(PROZ)"
79849	PDZD3	Homo sapiens	PDZ domain containing 3(PDZD3)
8856	NR1I2	Homo sapiens	nuclear receptor subfamily 1 group I member 2(NR1I2)
79848	CSPP1	Homo sapiens	centrosome and spindle pole associated protein 1(CSPP1)
7529	YWHAB	Homo sapiens	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta(YWHAB)
7528	YY1	Homo sapiens	YY1 transcription factor(YY1)
8859	STK19	Homo sapiens	serine/threonine kinase 19(STK19)
92806	CENPBD1	Homo sapiens	CENPB DNA-binding domain containing 1(CENPBD1)
8871	SYNJ2	Homo sapiens	synaptojanin 2(SYNJ2)
65220	NADK	Homo sapiens	NAD kinase(NADK)
8872	CDC123	Homo sapiens	cell division cycle 123(CDC123)
92840	REEP6	Homo sapiens	receptor accessory protein 6(REEP6)
6210	rps15a	Homo sapiens	ribosomal protein S15a(RPS15A)
7541	ZBTB14	Homo sapiens	zinc finger and BTB domain containing 14(ZBTB14)
8870	IER3	Homo sapiens	immediate early response 3(IER3)
7543	ZFX	Homo sapiens	"zinc finger protein, X-linked(ZFX)"
8875	VNN2	Homo sapiens	vanin 2(VNN2)
7542	ZFPL1	Homo sapiens	zinc finger protein like 1(ZFPL1)
7545	ZIC1	Homo sapiens	Zic family member 1(ZIC1)
7544	ZFY	Homo sapiens	"zinc finger protein, Y-linked(ZFY)"
8874	ARHGEF7	Homo sapiens	Rho guanine nucleotide exchange factor 7(ARHGEF7)
80856	LNPK	Homo sapiens	"lunapark, ER junction formation factor(LNPK)"
570	baat	Homo sapiens	bile acid-CoA:amino acid N-acyltransferase(BAAT)
79870	BAALC	Homo sapiens	"brain and acute leukemia, cytoplasmic(BAALC)"
571	BACH1	Homo sapiens	BTB domain and CNC homolog 1(BACH1)
572	BAD	Homo sapiens	BCL2 associated agonist of cell death(BAD)
79872	CBLL1	Homo sapiens	Cbl proto-oncogene like 1(CBLL1)
573	BAG1	Homo sapiens	BCL2 associated athanogene 1(BAG1)
79871	RPAP2	Homo sapiens	RNA polymerase II associated protein 2(RPAP2)
574	BAGE	Homo sapiens	B melanoma antigen(BAGE)
79874	RABEP2	Homo sapiens	"rabaptin, RAB GTPase binding effector protein 2(RABEP2)"
575	ADGRB1	Homo sapiens	adhesion G protein-coupled receptor B1(ADGRB1)
79873	NUDT18	Homo sapiens	nudix hydrolase 18(NUDT18)
576	ADGRB2	Homo sapiens	adhesion G protein-coupled receptor B2(ADGRB2)
340706	VWA2	Homo sapiens	von Willebrand factor A domain containing 2(VWA2)
79876	UBA5	Homo sapiens	ubiquitin like modifier activating enzyme 5(UBA5)
54578	UGT1A6	Homo sapiens	UDP glucuronosyltransferase family 1 member A6(UGT1A6)
255631	COL24A1	Homo sapiens	collagen type XXIV alpha 1 chain(COL24A1)
577	ADGRB3	Homo sapiens	adhesion G protein-coupled receptor B3(ADGRB3)
80864	EGFL8	Homo sapiens	EGF like domain multiple 8(EGFL8)
54577	UGT1A7	Homo sapiens	UDP glucuronosyltransferase family 1 member A7(UGT1A7)
578	BAK1	Homo sapiens	BCL2 antagonist/killer 1(BAK1)
80863	PRRT1	Homo sapiens	proline rich transmembrane protein 1(PRRT1)
54576	UGT1A8	Homo sapiens	UDP glucuronosyltransferase family 1 member A8(UGT1A8)
579	NKX3-2	Homo sapiens	NK3 homeobox 2(NKX3-2)
79877	DCAKD	Homo sapiens	dephospho-CoA kinase domain containing(DCAKD)
54575	UGT1A10	Homo sapiens	UDP glucuronosyltransferase family 1 member A10(UGT1A10)
6205	RPS11	Homo sapiens	ribosomal protein S11(RPS11)
7536	SF1	Homo sapiens	splicing factor 1(SF1)
6204	RPS10	Homo sapiens	ribosomal protein S10(RPS10)
7535	ZAP70	Homo sapiens	zeta chain of T cell receptor associated protein kinase 70(ZAP70)
8869	ST3GAL5	Homo sapiens	"ST3 beta-galactoside alpha-2,3-sialyltransferase 5(ST3GAL5)"
79879	CCDC134	Homo sapiens	coiled-coil domain containing 134(CCDC134)
6207	RPS13	Homo sapiens	ribosomal protein S13(RPS13)
7538	ZFP36	Homo sapiens	ZFP36 ring finger protein(ZFP36)
6206	RPS12	Homo sapiens	ribosomal protein S12(RPS12)
8867	SYNJ1	Homo sapiens	synaptojanin 1(SYNJ1)
6209	RPS15	Homo sapiens	ribosomal protein S15(RPS15)
6208	RPS14	Homo sapiens	ribosomal protein S14(RPS14)
170384	FUT11	Homo sapiens	fucosyltransferase 11(FUT11)
8882	ZPR1	Homo sapiens	ZPR1 zinc finger(ZPR1)
8883	NAE1	Homo sapiens	NEDD8 activating enzyme E1 subunit 1(NAE1)
7552	ZNF711	Homo sapiens	zinc finger protein 711(ZNF711)
8880	FUBP1	Homo sapiens	far upstream element binding protein 1(FUBP1)
7551	ZNF3	Homo sapiens	zinc finger protein 3(ZNF3)
8881	CDC16	Homo sapiens	cell division cycle 16(CDC16)
6223	RPS19	Homo sapiens	ribosomal protein S19(RPS19)
7554	ZNF8	Homo sapiens	zinc finger protein 8(ZNF8)
8886	DDX18	Homo sapiens	DEAD-box helicase 18(DDX18)
6222	RPS18	Homo sapiens	ribosomal protein S18(RPS18)
7553	ZNF7	Homo sapiens	zinc finger protein 7(ZNF7)
8887	TAX1BP1	Homo sapiens	Tax1 binding protein 1(TAX1BP1)
7556	ZNF10	Homo sapiens	zinc finger protein 10(ZNF10)
8884	SLC5A6	Homo sapiens	solute carrier family 5 member 6(SLC5A6)
6224	RPS20	Homo sapiens	ribosomal protein S20(RPS20)
7555	CNBP	Homo sapiens	CCHC-type zinc finger nucleic acid binding protein(CNBP)
580	BARD1	Homo sapiens	BRCA1 associated RING domain 1(BARD1)
581	BAX	Homo sapiens	"BCL2 associated X, apoptosis regulator(BAX)"
582	BBS1	Homo sapiens	Bardet-Biedl syndrome 1(BBS1)
583	BBS2	Homo sapiens	Bardet-Biedl syndrome 2(BBS2)
54585	LZTFL1	Homo sapiens	leucine zipper transcription factor like 1(LZTFL1)
585	BBS4	Homo sapiens	Bardet-Biedl syndrome 4(BBS4)
79863	RBFA	Homo sapiens	ribosome binding factor A (putative)(RBFA)
54583	EGLN1	Homo sapiens	egl-9 family hypoxia inducible factor 1(EGLN1)
586	BCAT1	Homo sapiens	branched chain amino acid transaminase 1(BCAT1)
79862	ZNF669	Homo sapiens	zinc finger protein 669(ZNF669)
102723631	CT45A10	Homo sapiens	cancer/testis antigen family 45 member A10(CT45A10)
587	BCAT2	Homo sapiens	branched chain amino acid transaminase 2(BCAT2)
80854	SETD7	Homo sapiens	SET domain containing lysine methyltransferase 7(SETD7)
79864	C11orf63	Homo sapiens	chromosome 11 open reading frame 63(C11orf63)
79867	TCTN2	Homo sapiens	tectonic family member 2(TCTN2)
80852	GRIP2	Homo sapiens	glutamate receptor interacting protein 2(GRIP2)
54587	MXRA8	Homo sapiens	matrix remodeling associated 8(MXRA8)
79866	BORA	Homo sapiens	"bora, aurora kinase A activator(BORA)"
80851	SH3BP5L	Homo sapiens	SH3 binding domain protein 5 like(SH3BP5L)
7547	ZIC3	Homo sapiens	Zic family member 3(ZIC3)
8879	SGPL1	Homo sapiens	sphingosine-1-phosphate lyase 1(SGPL1)
79869	CPSF7	Homo sapiens	cleavage and polyadenylation specific factor 7(CPSF7)
7546	ZIC2	Homo sapiens	Zic family member 2(ZIC2)
